sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
188377,https://sofifa.com/player/188377/kyle-walker/220002,K. Walker,Kyle Walker,RB,85,85,39000000,170000,31,5/28/90,183,83,10,Manchester City,English Premier League,1,RB,2,,7/14/17,2024,14,England,1318,RB,2,Right,2,3,3,High/High,Unique,Yes,72200000,"#Speedster, #Engine","Long Throw-in, Speed Dribbler (AI)",92,63,76,78,80,82,77,51,74,79,57,79,76,71,77,81,89,94,66,85,69,86,83,86,80,69,84,80,68,69,63,75,77,84,83,12,6,16,15,8,,74+3,74+3,74+3,76,76,76,76,76,75+3,75+3,75+3,78+3,77+3,77+3,77+3,78+3,82+3,80+3,80+3,80+3,82+3,82+3,81+3,81+3,81+3,82+3,19+3,https://cdn.sofifa.net/players/188/377/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1318/60.png,https://cdn.sofifa.net/flags/gb-eng.png
188567,https://sofifa.com/player/188567/pierre-emerick-aubameyang/220002,P. Aubameyang,Pierre-Emerick Emiliano François Aubameyang,"ST, LW, LM",85,85,43500000,145000,32,6/18/89,187,80,1,Arsenal,English Premier League,1,ST,14,,1/31/18,2023,115,Gabon,,,,Right,4,4,3,Medium/Low,Unique,Yes,82700000,,"Solid Player, Finesse Shot, Speed Dribbler (AI), Outside Foot Shot, Chip Shot (AI)",89,85,75,80,35,69,76,89,73,77,83,79,81,76,64,81,87,91,77,86,67,82,75,79,74,78,43,48,90,77,83,87,20,29,36,6,9,15,9,9,,83+2,83+2,83+2,82,83,83,83,82,81+3,81+3,81+3,81+3,74+3,74+3,74+3,81+3,64+3,58+3,58+3,58+3,64+3,60+3,51+3,51+3,51+3,60+3,17+3,https://cdn.sofifa.net/players/188/567/22_120.png,https://cdn.sofifa.net/teams/1/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/ga.png
193747,https://sofifa.com/player/193747/jorge-resurreccion/220002,Koke,Jorge Resurrección Merodio,"CM, CDM",85,85,52500000,90000,29,1/8/92,176,75,240,Atlético de Madrid,Spain Primera Division,1,RCM,6,,1/1/11,2024,45,Spain,1362,RCM,8,Right,4,3,3,Medium/Medium,Normal (170-185),Yes,107600000,#Playmaker ,"Leadership, Playmaker (AI), Team Player",70,75,85,81,79,80,85,72,61,86,56,80,85,76,84,83,72,69,73,88,82,83,59,93,75,80,79,83,83,86,67,86,82,81,70,14,12,5,10,13,,77+3,77+3,77+3,80,81,81,81,80,82+3,82+3,82+3,82+3,84+1,84+1,84+1,82+3,82+3,83+2,83+2,83+2,82+3,80+3,77+3,77+3,77+3,80+3,20+3,https://cdn.sofifa.net/players/193/747/22_120.png,https://cdn.sofifa.net/teams/240/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png
194765,https://sofifa.com/player/194765/antoine-griezmann/220002,A. Griezmann,Antoine Griezmann,"ST, LW, RW",85,85,53000000,220000,30,3/21/91,176,73,240,Atlético de Madrid,Spain Primera Division,1,LS,17,FC Barcelona,,2022,18,France,1335,RW,7,Left,3,4,4,Medium/Medium,Unique,Yes,,#Acrobat,"Finesse Shot, Flair, Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Chip Shot (AI), Technical Dribbler (AI)",80,84,84,87,52,72,83,84,83,84,86,85,86,85,82,89,80,80,92,89,83,82,90,86,63,83,73,49,89,85,79,90,43,54,49,14,8,14,13,14,,84+1,84+1,84+1,85,86-1,86-1,86-1,85,86-1,86-1,86-1,85,82+3,82+3,82+3,85,71+3,69+3,69+3,69+3,71+3,69+3,63+3,63+3,63+3,69+3,21+3,https://cdn.sofifa.net/players/194/765/22_120.png,https://cdn.sofifa.net/teams/240/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1335/60.png,https://cdn.sofifa.net/flags/fr.png
198176,https://sofifa.com/player/198176/stefan-de-vrij/220002,S. de Vrij,Stefan de Vrij,CB,85,85,45000000,145000,29,2/5/92,189,78,44,Inter,Italian Serie A,1,CB,6,,7/1/18,2023,34,Netherlands,105035,RCB,6,Right,3,2,3,Medium/High,Unique,Yes,76500000,"#Tackling, #Tactician ",Long Passer (AI),72,41,64,70,87,79,49,25,84,75,27,66,45,16,71,75,69,74,61,85,59,65,79,80,79,60,77,87,31,70,41,85,89,87,85,8,10,7,14,13,,59+3,59+3,59+3,61,62,62,62,61,65+3,65+3,65+3,64+3,71+3,71+3,71+3,64+3,77+3,81+3,81+3,81+3,77+3,79+3,84+1,84+1,84+1,79+3,19+3,https://cdn.sofifa.net/players/198/176/22_120.png,https://cdn.sofifa.net/teams/44/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
201942,https://sofifa.com/player/201942/roberto-firmino-barbosa-de-oliveira/220002,Roberto Firmino,Roberto Firmino Barbosa de Oliveira,CF,85,85,54000000,185000,29,10/2/91,181,76,9,Liverpool,English Premier League,1,CF,9,,7/6/15,2023,54,Brazil,,,,Right,4,5,3,High/High,Unique,Yes,99900000,"#Dribbler, #Engine","Flair, Playmaker (AI), Technical Dribbler (AI)",77,78,79,89,59,78,73,78,78,84,83,89,81,65,76,90,77,77,85,86,86,79,81,87,74,76,75,58,82,83,72,88,55,64,42,8,11,9,6,10,,81+3,81+3,81+3,83,83,83,83,83,84+1,84+1,84+1,83+2,82+3,82+3,82+3,83+2,72+3,72+3,72+3,72+3,72+3,69+3,67+3,67+3,67+3,69+3,17+3,https://cdn.sofifa.net/players/201/942/22_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/br.png
202556,https://sofifa.com/player/202556/memphis-depay/220002,M. Depay,Memphis Depay,"CF, LW, CAM",85,86,63000000,220000,27,2/13/94,176,78,241,FC Barcelona,Spain Primera Division,1,LW,9,,7/1/21,2023,34,Netherlands,105035,ST,10,Right,3,5,3,High/Low,Unique,Yes,133900000,#Dribbler,"Flair, Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",82,83,82,84,30,79,84,83,65,81,74,86,85,83,76,85,81,83,80,83,81,87,69,79,83,83,72,28,85,85,76,80,23,31,20,8,14,6,12,10,,82+3,82+3,82+3,84,84,84,84,84,83+3,83+3,83+3,83+3,77+3,77+3,77+3,83+3,61+3,59+3,59+3,59+3,61+3,56+3,49+3,49+3,49+3,56+3,19+3,https://cdn.sofifa.net/players/202/556/22_120.png,https://cdn.sofifa.net/teams/241/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
204963,https://sofifa.com/player/204963/daniel-carvajal-ramos/220002,Carvajal,Daniel Carvajal Ramos,RB,85,85,47500000,210000,29,1/11/92,173,73,243,Real Madrid CF,Spain Primera Division,1,RB,2,,7/5/13,2025,45,Spain,,,,Right,3,3,3,High/Medium,Unique,Yes,97400000,,Team Player,80,54,78,80,81,80,82,51,72,83,49,78,76,47,74,83,79,80,79,83,81,68,77,89,74,47,84,81,75,74,45,81,82,82,84,13,13,15,9,15,,71+3,71+3,71+3,76,74,74,74,76,76+3,76+3,76+3,78+3,78+3,78+3,78+3,78+3,83+2,81+3,81+3,81+3,83+2,82+3,80+3,80+3,80+3,82+3,20+3,https://cdn.sofifa.net/players/204/963/22_120.png,https://cdn.sofifa.net/teams/243/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
205498,https://sofifa.com/player/205498/luiz-frello-filho-jorge/220002,Jorginho,Luiz Frello Filho Jorge,"CM, CDM",85,85,52500000,170000,29,12/20/91,180,68,5,Chelsea,English Premier League,1,LCM,5,,7/16/18,2023,27,Italy,1343,CM,8,Right,3,3,2,Medium/Medium,Lean (170-185),Yes,97100000,#Playmaker ,Playmaker (AI),55,67,86,81,73,73,75,64,56,92,71,79,75,76,89,87,61,50,77,82,72,71,58,87,66,62,79,81,69,88,91,81,67,81,71,14,7,13,14,8,,70+2,70+2,70+2,76,76,76,76,76,80+2,80+2,80+2,78+2,84+1,84+1,84+1,78+2,78+2,82+2,82+2,82+2,78+2,76+2,73+2,73+2,73+2,76+2,19+2,https://cdn.sofifa.net/players/205/498/22_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1343/60.png,https://cdn.sofifa.net/flags/it.png
206113,https://sofifa.com/player/206113/serge-gnabry/220002,S. Gnabry,Serge David Gnabry,"RM, LM, RW",85,86,64500000,110000,25,7/14/95,176,77,21,FC Bayern München,German 1. Bundesliga,1,RM,7,,7/1/17,2023,21,Germany,1337,RM,10,Right,4,4,4,High/Medium,Unique,Yes,111300000,"#Dribbler, #Acrobat, #Clinical Finisher, #Complete Forward","Injury Prone, Flair, Long Shot Taker (AI), Speed Dribbler (AI), Technical Dribbler (AI)",83,84,79,86,43,69,74,86,42,82,83,88,74,62,78,83,90,77,87,86,88,87,65,78,68,82,63,38,86,83,68,80,45,44,43,14,10,10,9,7,,80+3,80+3,80+3,84,84,84,84,84,84+2,84+2,84+2,83+3,78+3,78+3,78+3,83+3,66+3,64+3,64+3,64+3,66+3,62+3,54+3,54+3,54+3,62+3,18+3,https://cdn.sofifa.net/players/206/113/22_120.png,https://cdn.sofifa.net/teams/21/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/1337/60.png,https://cdn.sofifa.net/flags/de.png
223848,https://sofifa.com/player/223848/sergej-milinkovic-savic/220002,S. Milinković-Savić,Sergej Milinković-Savić,"CM, CDM, CAM",85,87,66000000,100000,26,2/27/95,191,76,46,Lazio,Italian Serie A,1,RCM,21,,8/6/15,2024,51,Serbia,,,,Right,5,4,3,High/Medium,Normal (185+),Yes,117200000,,"Power Header, Outside Foot Shot",68,79,80,81,79,86,64,80,86,85,74,84,80,78,85,86,66,70,62,83,63,83,85,91,87,80,79,78,79,82,56,84,78,79,74,7,10,7,16,7,,81+3,81+3,81+3,79,81,81,81,79,81+3,81+3,81+3,80+3,84+3,84+3,84+3,80+3,78+3,82+3,82+3,82+3,78+3,78+3,81+3,81+3,81+3,78+3,18+3,https://cdn.sofifa.net/players/223/848/22_120.png,https://cdn.sofifa.net/teams/46/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/rs.png
226790,https://sofifa.com/player/226790/wilfred-ndidi/220002,W. Ndidi,Onyinye Wilfred Ndidi,"CDM, CM",85,88,66500000,120000,24,12/16/96,183,74,95,Leicester City,English Premier League,1,LDM,25,,1/5/17,2024,133,Nigeria,,,,Right,4,3,1,Medium/High,Lean (170-185),Yes,131300000,"#Tackling, #Tactician ",Long Shot Taker (AI),67,62,69,74,87,83,53,50,72,78,68,72,60,60,75,77,65,68,69,88,66,80,90,90,78,70,87,90,67,67,57,80,87,90,85,13,14,7,7,13,,70+2,70+2,70+2,69,71,71,71,69,72+2,72+2,72+2,71+2,77+2,77+2,77+2,71+2,79+2,83+2,83+2,83+2,79+2,80+2,84+2,84+2,84+2,80+2,20+2,https://cdn.sofifa.net/players/226/790/22_120.png,https://cdn.sofifa.net/teams/95/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/ng.png
230142,https://sofifa.com/player/230142/mikel-oyarzabal-ugarte/220002,Oyarzabal,Mikel Oyarzabal Ugarte,"LW, RW",85,89,77500000,57000,24,4/21/97,181,79,457,Real Sociedad,Spain Primera Division,1,LW,10,,7/1/14,2024,45,Spain,1362,SUB,21,Left,3,3,2,High/Medium,Lean (170-185),Yes,168600000,,"Solid Player, Finesse Shot, Outside Foot Shot, Technical Dribbler (AI)",82,82,81,84,41,63,82,84,60,83,74,85,77,71,73,85,83,81,83,81,80,80,72,82,57,81,52,29,85,85,84,83,55,32,30,10,6,10,13,11,,79+2,79+2,79+2,84,83,83,83,84,83+2,83+2,83+2,83+2,77+2,77+2,77+2,83+2,64+2,61+2,61+2,61+2,64+2,60+2,51+2,51+2,51+2,60+2,18+2,https://cdn.sofifa.net/players/230/142/22_120.png,https://cdn.sofifa.net/teams/457/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png
231478,https://sofifa.com/player/231478/lautaro-martinez/220002,L. Martínez,Lautaro Javier Martínez,ST,85,89,78000000,145000,23,8/22/97,174,72,44,Inter,Italian Serie A,1,LS,10,,7/5/18,2023,52,Argentina,1369,ST,22,Right,4,4,3,High/Medium,Unique,Yes,138500000,#Acrobat,"Flair, Power Header, Technical Dribbler (AI)",84,81,72,85,48,84,56,85,87,78,88,83,78,43,73,85,86,83,86,89,89,80,88,80,84,74,86,45,86,81,74,83,55,31,44,11,8,8,8,13,,84+3,84+3,84+3,81,84,84,84,81,82+3,82+3,82+3,80+3,77+3,77+3,77+3,80+3,65+3,66+3,66+3,66+3,65+3,63+3,62+3,62+3,62+3,63+3,19+3,https://cdn.sofifa.net/players/231/478/22_120.png,https://cdn.sofifa.net/teams/44/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/1369/60.png,https://cdn.sofifa.net/flags/ar.png
231677,https://sofifa.com/player/231677/marcus-rashford/220002,M. Rashford,Marcus Rashford,"LM, ST",85,89,77500000,150000,23,10/31/97,186,70,11,Manchester United,English Premier League,1,SUB,10,,7/1/14,2023,14,England,1318,SUB,11,Right,3,5,3,High/Medium,Unique,Yes,149200000,#Dribbler,"Power Free-Kick, Flair, Long Shot Taker (AI), Speed Dribbler (AI), Team Player",90,84,79,84,43,77,80,83,68,80,73,86,83,76,71,84,86,93,84,84,75,92,74,86,75,81,73,42,83,81,84,80,45,38,33,11,6,15,7,14,,83+3,83+3,83+3,84,84,84,84,84,83+3,83+3,83+3,83+3,77+3,77+3,77+3,83+3,67+3,64+3,64+3,64+3,67+3,63+3,57+3,57+3,57+3,63+3,18+3,https://cdn.sofifa.net/players/231/677/22_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1318/60.png,https://cdn.sofifa.net/flags/gb-eng.png
235212,https://sofifa.com/player/235212/achraf-hakimi/220002,A. Hakimi,Achraf Hakimi Mouh,"RB, RWB",85,88,69500000,100000,22,11/4/98,181,73,73,Paris Saint-Germain,French Ligue 1,1,RB,2,,7/6/21,2026,129,Morocco,,,,Right,4,3,2,High/Medium,Lean (170-185),Yes,133800000,"#Speedster, #Acrobat","Solid Player, Dives Into Tackles (AI), Speed Dribbler (AI), Outside Foot Shot",95,71,78,83,76,78,86,73,68,81,60,84,68,55,73,83,95,95,86,84,79,77,80,91,73,70,75,78,78,75,46,80,75,78,76,10,8,14,6,8,,78+2,78+2,78+2,83,81,81,81,83,80+2,80+2,80+2,83+2,79+2,79+2,79+2,83+2,83+2,79+2,79+2,79+2,83+2,82+2,77+2,77+2,77+2,82+2,17+2,https://cdn.sofifa.net/players/235/212/22_120.png,https://cdn.sofifa.net/teams/73/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/ma.png
235243,https://sofifa.com/player/235243/matthijs-de-ligt/220002,M. de Ligt,Matthijs de Ligt,CB,85,90,75000000,81000,21,8/12/99,189,89,45,Juventus,Italian Serie A,1,LCB,4,,7/18/19,2024,34,Netherlands,105035,SUB,3,Right,3,2,3,Medium/High,Unique,Yes,129400000,#Strength,"Solid Player, Power Header",73,59,60,69,84,87,52,50,85,75,45,65,48,55,63,73,71,75,60,84,62,82,93,75,93,66,83,81,44,45,40,82,84,85,85,12,11,11,12,10,,68+3,68+3,68+3,64,65,65,65,64,64+3,64+3,64+3,65+3,67+3,67+3,67+3,65+3,75+3,78+3,78+3,78+3,75+3,78+3,84+3,84+3,84+3,78+3,19+3,https://cdn.sofifa.net/players/235/243/22_120.png,https://cdn.sofifa.net/teams/45/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
41236,https://sofifa.com/player/41236/zlatan-ibrahimovic/220002,Z. Ibrahimović,Zlatan Ibrahimović,ST,84,84,14500000,51000,39,10/3/81,195,95,47,AC Milan,Italian Serie A,1,SUB,11,,1/2/20,2022,46,Sweden,1363,SUB,7,Right,4,5,5,Medium/Low,Unique,Yes,24700000,"#Poacher, #Aerial Threat, #Distance Shooter, #Strength, #Clinical Finisher, #Complete Forward","Injury Prone, Leadership, Outside Foot Shot, Technical Dribbler (AI)",65,87,78,79,34,77,72,86,83,80,88,78,80,75,73,86,64,66,71,83,53,88,79,52,87,88,84,20,89,84,83,90,28,37,24,13,15,10,9,12,,83+1,83+1,83+1,80,82,82,82,80,81+3,81+3,81+3,78+3,75+3,75+3,75+3,78+3,55+3,58+3,58+3,58+3,55+3,52+3,53+3,53+3,53+3,52+3,20+3,https://cdn.sofifa.net/players/041/236/22_120.png,https://cdn.sofifa.net/teams/47/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/1363/60.png,https://cdn.sofifa.net/flags/se.png
146536,https://sofifa.com/player/146536/jesus-navas-gonzalez/220002,Jesús Navas,Jesús Navas González,"RB, RM",84,84,13000000,30000,35,11/21/85,172,60,481,Sevilla FC,Spain Primera Division,1,RB,16,,7/28/17,2024,45,Spain,,,,Right,2,4,2,High/Medium,Lean (170-),Yes,27300000,,"Early Crosser, Speed Dribbler (AI), Team Player",87,69,81,83,79,58,85,65,73,83,75,84,82,46,79,83,90,84,82,84,84,74,63,82,39,70,75,80,81,83,56,82,82,77,79,10,10,15,7,13,,75+2,75+2,75+2,81,80,80,80,81,81+2,81+2,81+2,82+2,81+2,81+2,81+2,82+2,82+2,79+2,79+2,79+2,82+2,82+2,75+2,75+2,75+2,82+2,18+2,https://cdn.sofifa.net/players/146/536/22_120.png,https://cdn.sofifa.net/teams/481/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
152729,https://sofifa.com/player/152729/gerard-pique-bernabeu/220002,Piqué,Gerard Piqué Bernabéu,CB,84,84,13500000,175000,34,2/2/87,194,85,241,FC Barcelona,Spain Primera Division,1,LCB,3,,7/1/08,2024,45,Spain,,,,Right,3,2,4,High/Medium,Unique,Yes,27700000,"#Aerial Threat, #Strength",Leadership,58,61,71,68,85,78,57,65,84,80,57,63,58,43,80,80,50,64,57,85,35,62,74,63,86,51,79,85,64,72,69,87,86,85,83,10,11,14,15,8,,70+3,70+3,70+3,67,69,69,69,67,71+3,71+3,71+3,69+3,75+3,75+3,75+3,69+3,75+3,81+3,81+3,81+3,75+3,77+3,83+1,83+1,83+1,77+3,19+3,https://cdn.sofifa.net/players/152/729/22_120.png,https://cdn.sofifa.net/teams/241/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
